mnc,year,empty,sector,upe_code,upe_name,upe_region,upe_tax_haven,upe_lat,upe_lon,upe_fj,jur_code,jur_name,jur_region,jur_tax_haven,jur_lat,jur_lon,profit_before_tax,tax_accrued,tax_paid,employees,unrelated_revenues,related_revenues,stated_capital,accumulated_earnings,tangible_assets,total_revenues,currency
ACS,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,AUS,Australia,Asia,FALSE,-27,133,-1165702000,NA,117455000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,UPE,ESP,Spain,Europe,FALSE,40,-4,546727000,NA,-154410000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,USA,United States of America,North America,FALSE,38,-97,65504000,NA,49474000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,DEU,Germany,Europe,FALSE,51,9,-74849000,NA,3533000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,MEX,Mexico,North America,FALSE,23,-102,49638000,NA,27842000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,IDN,Indonesia,Asia,FALSE,-5,120,252258000,NA,73399000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,PER,Peru,South America,FALSE,-10,-76,58092000,NA,23141000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,BRA,Brazil,South America,FALSE,-10,-55,157964000,NA,22475000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,GBR,United Kingdom,Europe,FALSE,54,-2,16738000,NA,-2420000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,CAN,Canada,North America,FALSE,60,-95,90282000,NA,-2242000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,CHL,Chile,South America,FALSE,-30,-71,-21959000,NA,2509000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,PRT,Portugal,Europe,FALSE,39.5,-8,10382000,NA,3145000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,SGP,Singapore,Asia,TRUE,1.3667,103.8,-24528000,NA,18100000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,ARG,Argentina,South America,FALSE,-34,-64,7917000,NA,596000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,IND,India,Asia,FALSE,20,77,6205000,NA,1103000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,NZL,New Zealand,Asia,FALSE,-41,174,30286000,NA,13000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,PHL,Philippines,Asia,FALSE,13,122,10134000,NA,2024000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,HKG,Hong Kong,Asia,TRUE,22.25,114.1667,95268000,NA,8376000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,MNG,Mongolia,Asia,FALSE,46,105,25609000,NA,3811000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,BWA,Botswana,Africa,FALSE,-22,24,34246000,NA,2321000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,PAN,Panama,North America,TRUE,9,-80,10118000,NA,661000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,SAU,Saudi Arabia,Asia,FALSE,25,45,28693000,NA,1093000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,LUX,Luxembourg,Europe,TRUE,49.75,6.1667,33354000,NA,23000,NA,NA,NA,NA,NA,NA,NA,EUR
ACS,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,OTHER,Other,NA,FALSE,NA,NA,-111020000,NA,6141000,NA,NA,NA,NA,NA,NA,NA,EUR
AKER SOLUTIONS,2019,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,UPE,NOR,Norway,Europe,FALSE,62,10,NA,NA,0,6019,NA,NA,NA,NA,NA,1841418724.812457,EUR
AKER SOLUTIONS,2019,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,BRA,Brazil,South America,FALSE,-10,-55,NA,NA,406046.02531696967,5346,NA,NA,NA,NA,NA,222513221.87369937,EUR
AKER SOLUTIONS,2019,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,GBR,United Kingdom,Europe,FALSE,54,-2,NA,NA,3857437.240511211,1365,NA,NA,NA,NA,NA,505222767.0006395,EUR
AKER SOLUTIONS,2019,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,IND,India,Asia,FALSE,20,77,NA,NA,2131741.6329140905,1286,NA,NA,NA,NA,NA,51567845.21525515,EUR
AKER SOLUTIONS,2019,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,MYS,Malaysia,Asia,FALSE,2.5,112.5,NA,NA,-1928718.6202556056,829,NA,NA,NA,NA,NA,289713839.0636578,EUR
AKER SOLUTIONS,2019,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,BRN,Brunei Darussalam,Asia,FALSE,4.5,114.6667,NA,NA,1624184.101267879,324,NA,NA,NA,NA,NA,81818274.10136938,EUR
AKER SOLUTIONS,2019,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,USA,United States of America,North America,FALSE,38,-97,NA,NA,0,298,NA,NA,NA,NA,NA,145364477.06347513,EUR
AKER SOLUTIONS,2019,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,CAN,Canada,North America,FALSE,60,-95,NA,NA,1015115.063292424,257,NA,NA,NA,NA,NA,59384231.20260681,EUR
AKER SOLUTIONS,2019,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,AGO,Angola,Africa,FALSE,-12.5,18.5,NA,NA,9339058.5822903,152,NA,NA,NA,NA,NA,105774989.5950706,EUR
AKER SOLUTIONS,2019,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,AUS,Australia,Asia,FALSE,-27,133,NA,NA,0,29,NA,NA,NA,NA,NA,3349879.7088649995,EUR
AKER SOLUTIONS,2019,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,COG,Congo,Africa,FALSE,-1,15,NA,NA,1522672.5949386363,24,NA,NA,NA,NA,NA,8831501.05064409,EUR
AKER SOLUTIONS,2019,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,CYP,Cyprus,Asia,TRUE,35,33,NA,NA,0,3,NA,NA,NA,NA,NA,14008587.873435453,EUR
AKER SOLUTIONS,2019,FALSE,Business Services,NOR,Norway,Europe,FALSE,62,10,FJ,OTHER,Other,NA,FALSE,NA,NA,NA,NA,609069.0379754545,24,NA,NA,NA,NA,NA,12790449.797484543,EUR
ALLIANZ,2019,FALSE,"Banking, Insurance & Financial Services",DEU,Germany,Europe,FALSE,51,9,FJ,USA,United States of America,North America,FALSE,38,-97,3060400000,NA,535200000.00000006,NA,NA,NA,NA,NA,NA,NA,EUR
ALLIANZ,2019,FALSE,"Banking, Insurance & Financial Services",DEU,Germany,Europe,FALSE,51,9,UPE,DEU,Germany,Europe,FALSE,51,9,1743600000,NA,81900000,NA,NA,NA,NA,NA,NA,NA,EUR
ALLIANZ,2019,FALSE,"Banking, Insurance & Financial Services",DEU,Germany,Europe,FALSE,51,9,FJ,FRA,France,Europe,FALSE,46,2,1217200000,NA,325900000,NA,NA,NA,NA,NA,NA,NA,EUR
ALLIANZ,2019,FALSE,"Banking, Insurance & Financial Services",DEU,Germany,Europe,FALSE,51,9,FJ,ITA,Italy,Europe,FALSE,42.8333,12.8333,1055400000,NA,283000000,NA,NA,NA,NA,NA,NA,NA,EUR
ALLIANZ,2019,FALSE,"Banking, Insurance & Financial Services",DEU,Germany,Europe,FALSE,51,9,FJ,CHE,Switzerland,Europe,TRUE,47,8,533200000.00000006,NA,109700000,NA,NA,NA,NA,NA,NA,NA,EUR
ALLIANZ,2019,FALSE,"Banking, Insurance & Financial Services",DEU,Germany,Europe,FALSE,51,9,FJ,LUX,Luxembourg,Europe,TRUE,49.75,6.1667,502500000,NA,33500000,NA,NA,NA,NA,NA,NA,NA,EUR
ALLIANZ,2019,FALSE,"Banking, Insurance & Financial Services",DEU,Germany,Europe,FALSE,51,9,FJ,AUS,Australia,Asia,FALSE,-27,133,341200000,NA,142800000,NA,NA,NA,NA,NA,NA,NA,EUR
ALLIANZ,2019,FALSE,"Banking, Insurance & Financial Services",DEU,Germany,Europe,FALSE,51,9,FJ,ESP,Spain,Europe,FALSE,40,-4,286100000,NA,68500000,NA,NA,NA,NA,NA,NA,NA,EUR
ALLIANZ,2019,FALSE,"Banking, Insurance & Financial Services",DEU,Germany,Europe,FALSE,51,9,FJ,NLD,Netherlands,Europe,TRUE,52.5,5.75,255700000,NA,41500000,NA,NA,NA,NA,NA,NA,NA,EUR
ALLIANZ,2019,FALSE,"Banking, Insurance & Financial Services",DEU,Germany,Europe,FALSE,51,9,FJ,BEL,Belgium,Europe,TRUE,50.8333,4,246600000,NA,39400000,NA,NA,NA,NA,NA,NA,NA,EUR
ALLIANZ,2019,FALSE,"Banking, Insurance & Financial Services",DEU,Germany,Europe,FALSE,51,9,FJ,GBR,United Kingdom,Europe,FALSE,54,-2,231900000,NA,71000000,NA,NA,NA,NA,NA,NA,NA,EUR
ALLIANZ,2019,FALSE,"Banking, Insurance & Financial Services",DEU,Germany,Europe,FALSE,51,9,FJ,TUR,Turkey,Asia,FALSE,39,35,197700000,NA,300000,NA,NA,NA,NA,NA,NA,NA,EUR
ALLIANZ,2019,FALSE,"Banking, Insurance & Financial Services",DEU,Germany,Europe,FALSE,51,9,FJ,AUT,Austria,Europe,FALSE,47.3333,13.3333,148100000,NA,16900000,NA,NA,NA,NA,NA,NA,NA,EUR
ALLIANZ,2019,FALSE,"Banking, Insurance & Financial Services",DEU,Germany,Europe,FALSE,51,9,FJ,IRL,Ireland,Europe,TRUE,53,-8,142700000,NA,88200000,NA,NA,NA,NA,NA,NA,NA,EUR
ALLIANZ,2019,FALSE,"Banking, Insurance & Financial Services",DEU,Germany,Europe,FALSE,51,9,FJ,SVK,Slovakia,Europe,FALSE,48.6667,19.5,123600000,NA,34200000,NA,NA,NA,NA,NA,NA,NA,EUR
ALLIANZ,2019,FALSE,"Banking, Insurance & Financial Services",DEU,Germany,Europe,FALSE,51,9,FJ,MYS,Malaysia,Asia,FALSE,2.5,112.5,120500000,NA,6900000,NA,NA,NA,NA,NA,NA,NA,EUR
ALLIANZ,2019,FALSE,"Banking, Insurance & Financial Services",DEU,Germany,Europe,FALSE,51,9,FJ,TWN,Taiwan,Asia,FALSE,23.5,121,113700000,NA,3500000,NA,NA,NA,NA,NA,NA,NA,EUR
ALLIANZ,2019,FALSE,"Banking, Insurance & Financial Services",DEU,Germany,Europe,FALSE,51,9,FJ,THA,Thailand,Asia,FALSE,15,100,112000000,NA,20300000,NA,NA,NA,NA,NA,NA,NA,EUR
ALLIANZ,2019,FALSE,"Banking, Insurance & Financial Services",DEU,Germany,Europe,FALSE,51,9,FJ,IDN,Indonesia,Asia,FALSE,-5,120,92100000,NA,17700000,NA,NA,NA,NA,NA,NA,NA,EUR
ALLIANZ,2019,FALSE,"Banking, Insurance & Financial Services",DEU,Germany,Europe,FALSE,51,9,FJ,CZE,Czechia,Europe,FALSE,49.75,15.5,82100000,NA,23100000,NA,NA,NA,NA,NA,NA,NA,EUR
AMERICA MOVIL,2019,FALSE,Communications,MEX,Mexico,North America,FALSE,23,-102,FJ,ARG,Argentina,South America,FALSE,-34,-64,190744447.42884976,33834093.42889616,33615681.11706446,3805,NA,NA,NA,NA,NA,2234602019.530072,EUR
AMERICA MOVIL,2019,FALSE,Communications,MEX,Mexico,North America,FALSE,23,-102,FJ,AUT,Austria,Europe,FALSE,47.3333,13.3333,531433274.1864403,7855.681580961659,7855.681580961659,7997,NA,NA,NA,NA,NA,1615218563.9598265,EUR
AMERICA MOVIL,2019,FALSE,Communications,MEX,Mexico,North America,FALSE,23,-102,FJ,BLR,Belarus,Europe,FALSE,53,28,47764621.76141767,10051979.263795145,10051979.263795145,2412,NA,NA,NA,NA,NA,213434566.14014333,EUR
AMERICA MOVIL,2019,FALSE,Communications,MEX,Mexico,North America,FALSE,23,-102,FJ,BRA,Brazil,South America,FALSE,-10,-55,766387126.1568437,26429625.449400418,26429625.449400418,36290,NA,NA,NA,NA,NA,8581582145.663721,EUR
AMERICA MOVIL,2019,FALSE,Communications,MEX,Mexico,North America,FALSE,23,-102,FJ,BGR,Bulgaria,Europe,FALSE,43,25,21659553.730893236,9336.302275415768,9336.302275415768,3620,NA,NA,NA,NA,NA,248826756.6627235,EUR
AMERICA MOVIL,2019,FALSE,Communications,MEX,Mexico,North America,FALSE,23,-102,FJ,CHL,Chile,South America,FALSE,-30,-71,114985578.22466542,10640924.22239232,10640924.22239232,3486,NA,NA,NA,NA,NA,1656255936.538863,EUR
AMERICA MOVIL,2019,FALSE,Communications,MEX,Mexico,North America,FALSE,23,-102,FJ,COL,Colombia,South America,FALSE,4,-72,585317947.2084986,65505104.77118271,65505104.77118271,9534,NA,NA,NA,NA,NA,3538287958.295642,EUR
AMERICA MOVIL,2019,FALSE,Communications,MEX,Mexico,North America,FALSE,23,-102,FJ,CRI,Costa Rica,North America,FALSE,10,-84,-38864125.716141306,NA,NA,769,NA,NA,NA,NA,NA,224359623.17630413,EUR
AMERICA MOVIL,2019,FALSE,Communications,MEX,Mexico,North America,FALSE,23,-102,FJ,HRV,Croatia,Europe,FALSE,45.1667,15.5,19357206.92134623,4552127.571730104,4425337.2764595365,1908,NA,NA,NA,NA,NA,223456781.48122376,EUR
AMERICA MOVIL,2019,FALSE,Communications,MEX,Mexico,North America,FALSE,23,-102,FJ,DOM,Dominican Republic,North America,FALSE,19,-70.6667,291310581.26319206,74016743.34887388,74016743.34887388,8321,NA,NA,NA,NA,NA,900850470.3917612,EUR
AMERICA MOVIL,2019,FALSE,Communications,MEX,Mexico,North America,FALSE,23,-102,FJ,ECU,Ecuador,South America,FALSE,-2,-77.5,193607386.4495628,70934059.84273885,70934059.84273885,3116,NA,NA,NA,NA,NA,1169253892.978916,EUR
AMERICA MOVIL,2019,FALSE,Communications,MEX,Mexico,North America,FALSE,23,-102,FJ,SLV,El Salvador,North America,FALSE,13.8333,-88.9167,88906001.57725048,27067608.47076288,27067608.47076288,2093,NA,NA,NA,NA,NA,418832814.55709416,EUR
AMERICA MOVIL,2019,FALSE,Communications,MEX,Mexico,North America,FALSE,23,-102,FJ,GTM,Guatemala,North America,FALSE,15.5,-90.25,140376486.90650153,42857645.39698003,42857645.39698003,3979,NA,NA,NA,NA,NA,986069990.4901074,EUR
AMERICA MOVIL,2019,FALSE,Communications,MEX,Mexico,North America,FALSE,23,-102,FJ,HND,Honduras,North America,FALSE,15,-86.5,-28714896.249391135,2516032.4264143067,2516032.4264143067,1014,NA,NA,NA,NA,NA,239302156.0086285,EUR
AMERICA MOVIL,2019,FALSE,Communications,MEX,Mexico,North America,FALSE,23,-102,FJ,MKD,North Macedonia,Europe,FALSE,41.8333,22,6218187.831976434,853926.1939554195,853926.1939554195,768,NA,NA,NA,NA,NA,63486940.18045601,EUR
AMERICA MOVIL,2019,FALSE,Communications,MEX,Mexico,North America,FALSE,23,-102,UPE,MEX,Mexico,North America,FALSE,23,-102,10554634132.39626,1442359392.3410573,1442359392.3410573,89539,NA,NA,NA,NA,NA,30848338159.25591,EUR
AMERICA MOVIL,2019,FALSE,Communications,MEX,Mexico,North America,FALSE,23,-102,FJ,NIC,Nicaragua,North America,FALSE,13,-85,49428576.02115371,24471838.70294343,24471838.70294343,1969,NA,NA,NA,NA,NA,188516939.2526616,EUR
AMERICA MOVIL,2019,FALSE,Communications,MEX,Mexico,North America,FALSE,23,-102,FJ,PAN,Panama,North America,TRUE,9,-80,-38377125.73933616,NA,NA,548,NA,NA,NA,NA,NA,174103884.81432515,EUR
AMERICA MOVIL,2019,FALSE,Communications,MEX,Mexico,North America,FALSE,23,-102,FJ,PRY,Paraguay,South America,FALSE,-23,-58,-14053642.010530466,2709.3915988217013,2709.3915988217013,466,NA,NA,NA,NA,NA,175513054.62389535,EUR
AMERICA MOVIL,2019,FALSE,Communications,MEX,Mexico,North America,FALSE,23,-102,FJ,PER,Peru,South America,FALSE,-10,-76,35148128.313965626,19356275.369378146,19356275.369378146,4093,NA,NA,NA,NA,NA,2370109136.7337,EUR
AMERICA MOVIL,2019,FALSE,Communications,MEX,Mexico,North America,FALSE,23,-102,FJ,PRI,Puerto Rico,North America,TRUE,18.25,-66.5,-240462897.40913415,NA,NA,3030,NA,NA,NA,NA,NA,897306771.9713311,EUR
AMERICA MOVIL,2019,FALSE,Communications,MEX,Mexico,North America,FALSE,23,-102,FJ,SRB,Serbia,Europe,FALSE,44,21,13196130.587061908,NA,NA,1127,NA,NA,NA,NA,NA,146073258.9706121,EUR
AMERICA MOVIL,2019,FALSE,Communications,MEX,Mexico,North America,FALSE,23,-102,FJ,SVN,Slovenia,Europe,FALSE,46,15,38787487.39359358,250772.15689003316,250772.15689003316,513,NA,NA,NA,NA,NA,107744378.21538748,EUR
AMERICA MOVIL,2019,FALSE,Communications,MEX,Mexico,North America,FALSE,23,-102,FJ,USA,United States of America,North America,FALSE,38,-97,129186923.944054,73875927.58564702,73875927.58564702,859,NA,NA,NA,NA,NA,7695701467.724353,EUR
AMERICA MOVIL,2019,FALSE,Communications,MEX,Mexico,North America,FALSE,23,-102,FJ,URY,Uruguay,South America,FALSE,-33,-56,-7204153.549973326,NA,NA,268,NA,NA,NA,NA,NA,90614727.06608216,EUR
AMERICA MOVIL,2019,FALSE,Communications,MEX,Mexico,North America,FALSE,23,-102,FJ,OTHER,Other,NA,FALSE,NA,NA,817256680.7227519,117132792.42919768,117132729.84946536,0,NA,NA,NA,NA,NA,1113936494.6535847,EUR
ANGLO AMERICAN,2019,FALSE,Mining & Extraction,GBR,United Kingdom,Europe,FALSE,54,-2,FJ,AGO,Angola,Africa,FALSE,-12.5,18.5,-1978635.9982134884,NA,NA,NA,NA,NA,1903004.0196516304,1978635.9982134884,NA,NA,EUR
ANGLO AMERICAN,2019,FALSE,Mining & Extraction,GBR,United Kingdom,Europe,FALSE,54,-2,FJ,ARG,Argentina,South America,FALSE,-34,-64,-1337659.6694953104,NA,-19158.552925413132,6,NA,NA,16810201.875837427,16152282.268870031,35230.90665475659,NA,EUR
ANGLO AMERICAN,2019,FALSE,Mining & Extraction,GBR,United Kingdom,Europe,FALSE,54,-2,FJ,AUS,Australia,Asia,FALSE,-27,133,705881703.4390353,224897253.23805273,486718555.6051809,1940,3022861153.19339,146104023.22465387,2115327988.3876731,653744079.4997767,2998858522.5547123,3168965176.4180436,EUR
ANGLO AMERICAN,2019,FALSE,Mining & Extraction,GBR,United Kingdom,Europe,FALSE,54,-2,FJ,BEL,Belgium,Europe,TRUE,50.8333,4,1165313.979455114,1069.2273336310857,843.2335864225101,74,96.4716391246092,10083195.176418044,9807230.01339884,-9837165.698972756,3583593.568557392,10083291.648057168,EUR
ANGLO AMERICAN,2019,FALSE,Mining & Extraction,GBR,United Kingdom,Europe,FALSE,54,-2,FJ,BMU,Bermuda,North America,TRUE,32.3333,-64.75,41443354.17597142,64271.54979901742,64271.54979901742,NA,3417303.2603841,108984925.41313086,191632129.5221081,-481942563.64448416,NA,112402228.67351496,EUR
ANGLO AMERICAN,2019,FALSE,Mining & Extraction,GBR,United Kingdom,Europe,FALSE,54,-2,FJ,BWA,Botswana,Africa,FALSE,-22,24,128903447.07458688,65321730.23671282,67351254.13130863,1557,2931965931.2192945,2102810741.402412,233882170.6118803,-291596880.750335,1585335836.534167,5034776672.621706,EUR
ANGLO AMERICAN,2019,FALSE,Mining & Extraction,GBR,United Kingdom,Europe,FALSE,54,-2,FJ,BRA,Brazil,South America,FALSE,-10,-55,1595434656.5430996,2530917.373827602,2530134.881643591,3819,122447280.03573024,1952723481.0183115,20897246833.407772,9311861827.601608,2315965115.6766415,2075170761.054042,EUR
ANGLO AMERICAN,2019,FALSE,Mining & Extraction,GBR,United Kingdom,Europe,FALSE,54,-2,FJ,CAN,Canada,North America,FALSE,60,-95,81993463.1531934,1140516.3019205004,24338983.47476552,706,16462493.970522556,399477323.80527025,322262072.35372937,2993497623.9392586,381935340.7771327,415939817.7757928,EUR
ANGLO AMERICAN,2019,FALSE,Mining & Extraction,GBR,United Kingdom,Europe,FALSE,54,-2,FJ,CHL,Chile,South America,FALSE,-30,-71,817965115.6766413,236258376.06074145,455526474.3188923,4147,1342167882.9834747,2386392413.57749,2503760247.4318895,-5958490352.836088,5908916937.918714,3728560296.5609646,EUR
ANGLO AMERICAN,2019,FALSE,Mining & Extraction,GBR,United Kingdom,Europe,FALSE,54,-2,FJ,CHN,China,Asia,FALSE,35,105,-14523125.502456456,1359412.2376060742,883909.7811523002,284,391070644.93077266,40070539.526574366,34280202.76909335,19168400.178651184,68101924.07324699,431141184.45734704,EUR
ANGLO AMERICAN,2019,FALSE,Mining & Extraction,GBR,United Kingdom,Europe,FALSE,54,-2,FJ,COL,Colombia,South America,FALSE,4,-72,-932866.458240286,NA,NA,1,NA,NA,22242797.677534617,21721905.314872712,6285.841893702546,NA,EUR
ANGLO AMERICAN,2019,FALSE,Mining & Extraction,GBR,United Kingdom,Europe,FALSE,54,-2,FJ,COD,Democratic Republic of the Congo,Africa,FALSE,0,25,-134758.37427422957,NA,NA,NA,NA,NA,18868779.81241626,57416854.84591336,NA,NA,EUR
ANGLO AMERICAN,2019,FALSE,Mining & Extraction,GBR,United Kingdom,Europe,FALSE,54,-2,FJ,ECU,Ecuador,South America,FALSE,-2,-77.5,-8909505.136221528,NA,33.050468959356856,13,NA,NA,4699298.794104511,13445528.360875392,643456.9004019652,NA,EUR
ANGLO AMERICAN,2019,FALSE,Mining & Extraction,GBR,United Kingdom,Europe,FALSE,54,-2,FJ,FIN,Finland,Europe,FALSE,64,26,-13950230.4600268,NA,NA,3,39839.21393479232,229621.25949084415,41570969.18267084,45040071.460473426,3896174.184903975,269460.4734256365,EUR
ANGLO AMERICAN,2019,FALSE,Mining & Extraction,GBR,United Kingdom,Europe,FALSE,54,-2,FJ,FRA,France,Europe,FALSE,46,2,138397.49888343012,98477.89191603394,NA,24,9565397.94551139,2040911.121036177,NA,4615174.631531934,15507807.94997767,11606309.066547569,EUR
ANGLO AMERICAN,2019,FALSE,Mining & Extraction,GBR,United Kingdom,Europe,FALSE,54,-2,FJ,DEU,Germany,Europe,FALSE,51,9,4125112.9968736046,1229036.1768646718,1108326.0384100045,371,66753826.70835195,4800451.9874944175,27079757.927646272,-10359847.253238054,29189007.592675302,71554278.69584636,EUR
ANGLO AMERICAN,2019,FALSE,Mining & Extraction,GBR,United Kingdom,Europe,FALSE,54,-2,FJ,HKG,Hong Kong,Asia,TRUE,22.25,114.1667,-1538826.261723984,18468.95935685574,-3970.5225547119257,44,31733324.69852613,4624066.100937919,11674395.712371595,259272.88968289417,29024986.15453327,36357390.79946405,EUR
ANGLO AMERICAN,2019,FALSE,Mining & Extraction,GBR,United Kingdom,Europe,FALSE,54,-2,FJ,IND,India,Asia,FALSE,20,77,321945.511389013,42993.30058061635,238654.7565877624,130,978744.9754354624,18465248.771773115,12261416.703885663,483133.5417597142,8747510.495757034,19443993.747208577,EUR
ANGLO AMERICAN,2019,FALSE,Mining & Extraction,GBR,United Kingdom,Europe,FALSE,54,-2,FJ,IDN,Indonesia,Asia,FALSE,-5,120,NA,NA,NA,NA,NA,NA,3930326.0384100047,196.51630192050024,NA,NA,EUR
ANGLO AMERICAN,2019,FALSE,Mining & Extraction,GBR,United Kingdom,Europe,FALSE,54,-2,FJ,IRL,Ireland,Europe,TRUE,53,-8,21986329.611433677,3193882.983474766,2243312.1929432782,516,85225503.34970969,123203220.18758374,27251122.822688702,-54171507.815989286,74632595.8016972,208428723.53729343,EUR
ANGLO AMERICAN,2019,FALSE,Mining & Extraction,GBR,United Kingdom,Europe,FALSE,54,-2,FJ,IMN,Isle of Man,Europe,TRUE,54.23,-4.55,-2152999.5533720413,NA,NA,NA,NA,269581.0629745422,143313.9794551139,69563456.90040196,NA,269581.0629745422,EUR
ANGLO AMERICAN,2019,FALSE,Mining & Extraction,GBR,United Kingdom,Europe,FALSE,54,-2,FJ,ISR,Israel,Asia,FALSE,31.5,34.75,65154.979901741855,22056.27512282269,-3755.247878517195,3,11330.95131755248,826234.9263063868,3581956.2304600268,2314765.520321572,147611.43367574812,837565.8776239393,EUR
ANGLO AMERICAN,2019,FALSE,Mining & Extraction,GBR,United Kingdom,Europe,FALSE,54,-2,FJ,ITA,Italy,Europe,FALSE,42.8333,12.8333,103458.6869138008,37230.01339883877,32110.763733809737,9,0,1874937.0254577936,24744.082179544443,-272535.9535506923,214450.20098258153,1874937.0254577936,EUR
ANGLO AMERICAN,2019,FALSE,Mining & Extraction,GBR,United Kingdom,Europe,FALSE,54,-2,FJ,JPN,Japan,Asia,FALSE,36,138,327443.5015631979,158491.29075480127,184696.7396159,26,20390895.042429656,8127447.074586869,4561679.321125503,11544887.003126396,792586.8691380081,28518342.117016524,EUR
ANGLO AMERICAN,2019,FALSE,Mining & Extraction,GBR,United Kingdom,Europe,FALSE,54,-2,FJ,LUX,Luxembourg,Europe,TRUE,49.75,6.1667,327002.23313979455,4874.497543546227,31945.51138901295,NA,NA,327002.23313979455,11284.502009825816,-46238.49933005806,NA,327002.23313979455,EUR
ANGLO AMERICAN,2019,FALSE,Mining & Extraction,GBR,United Kingdom,Europe,FALSE,54,-2,FJ,MAC,Macao,Asia,TRUE,22.1667,113.55,-610128.6288521662,NA,NA,7,2777980.348369808,NA,11135.3282715498,1857140.6878070568,4489631.08530594,2777980.348369808,EUR
ANGLO AMERICAN,2019,FALSE,Mining & Extraction,GBR,United Kingdom,Europe,FALSE,54,-2,FJ,MKD,North Macedonia,Europe,FALSE,41.8333,22,-3811.523001339884,NA,NA,NA,NA,NA,5007.592675301474,NA,NA,NA,EUR
ANGLO AMERICAN,2019,FALSE,Mining & Extraction,GBR,United Kingdom,Europe,FALSE,54,-2,FJ,MEX,Mexico,North America,FALSE,23,-102,NA,NA,NA,NA,NA,NA,108401.0719071014,2666468.959356856,NA,NA,EUR
